Ljubljana - Šentvid
Žale Cemetery
Dobrova
Bovec
Tomišelj
Artiče Cemetery
Bizovik
Radomlje Cemetery
Velika Ligojna
Sava Cemetery
Velika Račna
Suhor Cemetery
Stara Vrhnika
Farna cerkev Sv. Jožefa
Črni Vrh
Dvor pri Polhovem Gradcu
Hrib pri Hinjah
Ljubljana - Vič
Bevke Cemetery
Mali Lipoglav
Zaplana, Vrhnika
Dravlje
Šentjošt nad Horjulom
Podolnica
Drage Cemetery
Blatna Brezovica
Polje
Trboje
Rakitna
Ponikve (Šentviška planota)
Topol (Sveta Katarina)
Bukovo Cemetery
Rova
Kočevske Poljane
Trata Kočevje
Križevska Vas
Sentlambert Cemetery
Lesno Brdo
Sinja Gorica
Draga, Loški Potok
Koprivnik Cemetery
Bušinja Vas
Jugorje Cemetery
Stična
Borovnica Cemetery
Rosalnice
Gorenje Otave
Visoko, Ig Cemetery
Stožice
Horjul
Morava Cemetery
Sveti Vid Cemetery
Rob Cemetery
Stari Log
Logatec Cemetery
Žažar
Vnanje Gorice
Kranj City Cemetery
Novo Mesto - Šmihel
Pri Cerkvi–Struge
Saint Francis Xavier Church Cemetery
Moravče
Preserje, Brezovica
Novi Tabor
Rateče
Stara Cerkev
Mengeš Cemetery
Veliko Ubeljsko
Sostro
Tri Fare v Rosalnicah
Žvirče
Notranje Gorice
Dragomer
Ljubljana - Štepanja Vas
Bizovik Church
Polom, Kočevje
Soca Cemetery
Škocjan, Grosuplje
Troščine
Nova Štifta
